CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Churn_Prob,Prediction,Risk_Tier
15612931,Korovin,722,Spain,Female,50,4,132088.59,1,1,1,128262.14,0,0.29,0,Low Risk
15642160,Milanesi,850,France,Male,38,5,0,2,0,0,16491.64,0,0.07,0,Low Risk
15729083,Gorman,674,France,Male,36,2,154525.7,1,1,1,27468.72,0,0.05,0,Low Risk
15753888,Johnston,607,Spain,Female,62,8,108004.64,1,1,1,23386.77,1,0.10,0,Low Risk
15594456,K?,740,Spain,Female,56,4,99097.33,1,1,1,85016.64,1,0.20,0,Low Risk
15678572,Keating,529,Spain,Male,38,7,99842.5,2,0,0,90256.06,1,0.17,0,Low Risk
15732102,Darling,656,Germany,Female,27,3,150905.03,2,0,0,16998.72,0,0.04,0,Low Risk
15811742,Jen,553,Spain,Male,42,7,0,2,0,0,7680.23,0,0.09,0,Low Risk
15687738,Nwagugheuzo,535,France,Female,38,8,0,2,0,0,136620.64,0,0.10,0,Low Risk
15683522,Kennedy,678,Germany,Female,37,2,113383.07,1,1,1,135123.96,0,0.50,1,Medium Risk
15643042,Han,590,Germany,Female,40,2,117641.43,2,0,0,92198.05,0,0.09,0,Low Risk
15577695,Zito,678,France,Male,41,2,148088.11,1,0,0,14083.12,0,0.32,0,Low Risk
15772009,Scott,664,France,Female,41,5,0,1,1,1,152054.33,0,0.30,0,Low Risk
15726747,Donaldson,714,France,Male,63,4,138082.16,1,1,1,166677.54,0,0.13,0,Low Risk
15612043,Hammonds,418,France,Male,36,7,90145.04,1,1,1,69157.93,0,0.20,0,Low Risk
15793135,Wang,713,Germany,Female,24,7,147687.24,1,1,1,121592.5,0,0.18,0,Low Risk
15670172,Padovesi,622,France,Female,30,4,107879.04,1,1,1,196894.62,0,0.08,0,Low Risk
15801316,Ifeatu,523,France,Male,61,8,66250.71,1,1,1,21859.06,0,0.30,0,Low Risk
15640133,Pai,661,France,Female,34,0,0,2,0,0,185555.63,0,0.03,0,Low Risk
15668283,Gardiner,642,France,Male,48,9,118317.27,4,0,0,78702.98,1,0.83,1,High Risk
15814816,Kambinachi,466,France,Male,40,4,91592.06,1,0,0,141210.18,1,0.20,0,Low Risk
15672242,Aksenov,712,France,Male,24,2,0,1,1,1,121232.51,0,0.19,0,Low Risk
15753248,Tao,611,France,Male,28,2,0,2,0,0,25395.83,0,0.00,0,Low Risk
15739271,Lei,582,Germany,Male,33,2,122394,1,1,1,22113.93,0,0.13,0,Low Risk
15743293,Waters,651,Germany,Female,35,1,163700.78,3,1,1,29583.48,1,0.56,1,Medium Risk
15649738,White,698,France,Female,46,0,0,2,1,1,125962.02,0,0.18,0,Low Risk
15780124,Blair,841,France,Male,74,9,108131.53,1,1,1,60830.38,0,0.07,0,Low Risk
15576269,Madison,523,Spain,Male,34,7,0,2,0,0,62030.06,0,0.02,0,Low Risk
15752953,Chien,634,France,Male,45,9,0,2,0,0,17622.82,0,0.13,0,Low Risk
15737408,L?,703,France,Female,41,6,109941.51,1,0,0,116267.28,0,0.13,0,Low Risk
15777576,Frost,559,Spain,Female,40,5,139129.44,1,1,1,32635.54,0,0.02,0,Low Risk
15603111,Muir,850,Spain,Male,71,10,69608.14,1,0,0,97893.4,1,0.63,1,Medium Risk
15804516,Builder,589,France,Male,38,2,0,1,0,0,79915.28,0,0.29,0,Low Risk
15646566,Bell,763,France,Female,58,9,187911.55,1,1,1,35825.18,0,0.51,1,Medium Risk
15745533,Sargent,799,France,Female,63,1,110314.21,2,0,0,37464,1,0.75,1,High Risk
15616931,Moore,653,France,Male,41,8,102768.42,1,0,0,55663.85,0,0.14,0,Low Risk
15791191,Mitchell,633,France,Male,59,2,103996.74,1,1,1,103159.11,0,0.28,0,Low Risk
15617705,Ozioma,609,France,Female,39,8,141675.23,1,1,1,175664.25,0,0.09,0,Low Risk
15727556,O'Donnell,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0,0.19,0,Low Risk
15805260,Wood,705,Germany,Female,56,2,143249.67,1,0,0,88428.41,1,0.92,1,High Risk
15792328,James,475,France,Male,39,6,0,1,1,1,56999.9,1,0.19,0,Low Risk
15620323,Ekwueme,652,Spain,Female,42,3,83492.07,2,0,0,37914.12,0,0.10,0,Low Risk
15568449,Fu,661,Spain,Male,38,7,143006.7,1,1,1,15650.89,0,0.05,0,Low Risk
15781702,Brookes,733,Germany,Male,38,9,111347.37,2,1,1,194872.97,0,0.10,0,Low Risk
15726589,Matveyev,540,Germany,Male,39,1,82531.11,1,0,0,114092.52,0,0.41,0,Medium Risk
15680430,Ajuluchukwu,601,Germany,Female,49,4,96252.98,2,0,0,104263.82,0,0.65,1,Medium Risk
15665879,Gordon,768,France,Female,40,8,0,2,1,1,69080.46,0,0.02,0,Low Risk
15785798,Uchechukwu,850,France,Male,40,9,0,2,1,1,119232.33,0,0.05,0,Low Risk
15626012,Obidimkpa,459,France,Male,26,4,149879.66,1,0,0,50016.17,0,0.16,0,Low Risk
15762855,Hill,622,Spain,Female,23,8,0,2,1,1,131389.39,0,0.05,0,Low Risk
15795747,Sheppard,787,Spain,Female,39,7,171646.76,1,1,1,100791.36,0,0.08,0,Low Risk
15803406,Ross,748,France,Female,26,1,77780.29,1,1,1,183049.41,0,0.07,0,Low Risk
15738546,Gboliwe,530,Spain,Female,41,4,0,2,1,1,147606.71,0,0.04,0,Low Risk
15780056,Reid,660,Spain,Male,33,4,0,1,0,0,29664.45,0,0.16,0,Low Risk
15812513,Nnaife,599,Germany,Male,45,10,103583.05,1,0,0,132127.69,1,0.77,1,High Risk
15643158,Chiganu,598,France,Female,40,9,0,1,0,0,68462.59,1,0.30,0,Low Risk
15767488,Berry,680,Spain,Male,36,7,0,2,0,0,20109.21,0,0.00,0,Low Risk
15716781,Dolgorukova,815,France,Male,24,7,171922.72,1,1,1,178028.96,0,0.12,0,Low Risk
15661532,Butusov,650,France,Female,31,1,160566.11,2,0,0,27073.81,0,0.07,0,Low Risk
15749557,Chao,707,France,Female,44,6,0,2,1,1,192542.17,0,0.05,0,Low Risk
15604217,Williams,726,France,Male,34,9,0,2,0,0,14121.61,0,0.03,0,Low Risk
15613216,Cameron,639,Spain,Female,39,1,141789.15,1,0,0,92455.96,0,0.14,0,Low Risk
15743007,Seabrook,643,France,Female,45,4,45144.43,1,0,0,60917.24,1,0.59,1,Medium Risk
15580956,McNess,683,Germany,Female,43,4,115888.04,1,1,1,117349.19,1,0.62,1,Medium Risk
15615938,Fleming,502,France,Female,64,3,139663.37,1,1,1,100995.11,0,0.41,0,Medium Risk
15655794,Hanna,620,France,Male,36,8,0,2,1,1,145937.99,0,0.01,0,Low Risk
15642885,Gray,792,France,Male,30,8,0,2,0,0,199644.2,0,0.17,0,Low Risk
15715709,Shih,696,Germany,Male,43,4,114091.38,1,1,1,159888.1,0,0.55,1,Medium Risk
15651075,Ibrahimova,562,Germany,Male,35,3,142296.13,1,1,1,177112.7,0,0.22,0,Low Risk
15683027,Chang,570,Germany,Male,29,4,122028.65,2,1,1,173792.77,0,0.03,0,Low Risk
15669887,Lambert,839,France,Female,51,3,0,1,1,1,69101.23,1,0.66,1,Medium Risk
15679733,Haugh,796,Germany,Male,40,2,113228.38,2,1,1,46415.09,0,0.11,0,Low Risk
15666982,Spears,629,Germany,Female,38,9,123948.85,1,0,0,76053.07,0,0.56,1,Medium Risk
15726289,Cawood,645,France,Male,25,0,174400.36,1,0,0,42669.37,0,0.19,0,Low Risk
15813718,Kirillova,651,Spain,Male,45,4,0,2,0,0,193009.21,0,0.08,0,Low Risk
15631756,Tuan,482,France,Female,35,5,147813.05,2,0,0,109029.72,0,0.15,0,Low Risk
15615096,Costa,492,France,Female,31,7,0,2,1,1,49463.44,0,0.01,0,Low Risk
15569438,Mai,607,Germany,Male,36,10,106702.94,2,0,0,198313.69,0,0.09,0,Low Risk
15808930,Mai,531,France,Female,37,1,0,1,0,0,4606.97,0,0.21,0,Low Risk
15739168,Fowler,511,France,Female,31,5,137411.29,1,1,1,161854.98,0,0.11,0,Low Risk
15805413,Chiang,769,France,Female,31,6,117852.26,2,0,0,147668.64,0,0.07,0,Low Risk
15571869,Lei,669,Germany,Female,50,4,112650.89,1,0,0,166386.22,1,0.85,1,High Risk
15749328,Johnson,697,France,Female,45,1,0,2,0,0,46807.62,1,0.14,0,Low Risk
15669957,Drake,655,Germany,Male,52,9,144696.75,1,1,1,49025.79,0,0.55,1,Medium Risk
15791216,Mann,600,Germany,Male,43,8,133379.41,1,0,0,177378.66,1,0.64,1,Medium Risk
15782630,Genovese,543,France,Male,35,5,137482.19,1,0,0,62389.35,0,0.07,0,Low Risk
15745355,Golibe,597,France,Male,41,4,153198.23,1,1,1,92090.36,0,0.23,0,Low Risk
15696098,Palermo,498,France,Female,31,10,0,2,0,0,13892.57,0,0.02,0,Low Risk
15777784,Tu,733,France,Female,44,6,168165.84,1,1,1,197193.49,0,0.17,0,Low Risk
15702138,Swift,510,France,Female,22,3,156834.34,1,0,0,44374.44,0,0.16,0,Low Risk
15603883,Ch'in,818,France,Male,36,4,0,2,1,1,8037.03,0,0.02,0,Low Risk
15635197,Glover,640,Germany,Male,26,5,90402.77,1,1,1,3298.65,0,0.07,0,Low Risk
15690540,Gearheart,684,Spain,Female,41,1,134177.06,1,0,0,177506.66,0,0.28,0,Low Risk
15682356,Veltri,655,France,Female,37,7,111852.84,2,0,0,10511.13,0,0.08,0,Low Risk
15669290,Fan,603,France,Male,38,8,59360.77,1,1,1,191457.06,0,0.20,0,Low Risk
15662151,Gould,554,France,Male,40,4,0,1,1,1,168780.04,0,0.23,0,Low Risk
15794895,McKay,581,Spain,Male,34,1,0,2,1,1,81175.25,0,0.03,0,Low Risk
15713479,Ozuluonye,656,France,Male,35,6,0,2,0,0,1485.27,0,0.04,0,Low Risk
15751912,Lilly,567,France,Male,36,7,0,2,1,1,3896.08,0,0.04,0,Low Risk
15660316,Stephenson,420,Germany,Female,34,1,135549.9,1,0,0,149471.13,1,0.30,0,Low Risk
15635964,Eve,566,Germany,Male,65,4,120100.41,1,0,0,107563.16,1,0.96,1,High Risk
15762110,Anderson,628,France,Male,37,0,0,2,1,1,171707.93,0,0.02,0,Low Risk
15642291,Fontaine,685,France,Male,23,8,0,2,1,1,112239.03,0,0.00,0,Low Risk
15699524,Howells,466,France,Female,30,3,0,1,0,0,193984.6,0,0.42,0,Medium Risk
15706534,Enyinnaya,581,France,Female,47,1,122949.14,1,0,0,180251.68,1,0.61,1,Medium Risk
15664849,Colon,573,Spain,Male,46,3,65269.23,1,1,1,189988.65,1,0.42,0,Medium Risk
15570681,Chiang,560,France,Male,24,1,116084.32,1,0,0,89734.7,0,0.09,0,Low Risk
15787155,Yang,514,Spain,Male,30,7,0,1,1,1,125010.24,0,0.12,0,Low Risk
15755868,Farmer,562,France,Male,35,7,0,1,0,0,48869.67,0,0.13,0,Low Risk
15598894,Holt,784,Spain,Male,38,10,122267.85,1,0,0,145759.93,0,0.08,0,Low Risk
15617065,Pan,650,Spain,Male,42,4,194532.66,1,0,0,171045.31,1,0.45,0,Medium Risk
15628219,Benson,665,Germany,Female,37,3,111911.63,1,1,1,110359.68,1,0.57,1,Medium Risk
15747458,Folliero,677,Spain,Female,43,3,133214.88,2,1,1,95936.84,0,0.25,0,Low Risk
15776518,Pugh,579,France,Female,38,4,175739.36,1,1,1,193130.55,0,0.22,0,Low Risk
15742638,Wang,747,France,Female,25,4,0,2,1,1,42039.67,0,0.00,0,Low Risk
15692750,McGregor,629,Germany,Female,45,7,129818.39,3,0,0,9217.55,1,0.89,1,High Risk
15656937,Johnston,468,Spain,Male,26,1,131643.25,1,0,0,64436.16,0,0.22,0,Low Risk
15593470,Tu,576,Germany,Female,36,8,166287.85,1,1,1,23305.85,0,0.07,0,Low Risk
15607993,Milne,625,France,Female,52,2,79468.96,1,1,1,84606.03,0,0.50,0,Medium Risk
15736302,McKay,687,France,Male,48,4,0,2,1,1,170893.85,0,0.02,0,Low Risk
15712536,Fallaci,625,France,Female,36,3,0,2,0,0,41295.1,1,0.12,0,Low Risk
15804064,Docherty,742,France,Female,35,2,79126.17,1,1,1,126997.53,0,0.02,0,Low Risk
15647570,Chung,640,Germany,Male,45,8,120591.19,1,0,0,195123.94,0,0.82,1,High Risk
15697597,Chiemenam,631,France,Male,26,1,149144.61,1,1,1,123697.95,0,0.02,0,Low Risk
15585362,Simmons,749,France,Female,60,6,0,1,0,0,17978.68,1,0.94,1,High Risk
15710366,Hamilton,569,Spain,Female,42,1,0,1,1,1,83629.6,1,0.29,0,Low Risk
15722479,Ikenna,707,France,Male,37,1,0,2,1,1,6035.51,0,0.05,0,Low Risk
15787026,Onwuatuegwu,627,Germany,Male,27,0,185267.45,2,1,1,77027.34,0,0.09,0,Low Risk
15712930,Duncan,587,France,Male,42,1,0,1,0,0,123006.91,0,0.31,0,Low Risk
15678201,Robertson,548,France,Female,46,1,0,1,1,1,104469.06,1,0.32,0,Low Risk
15624633,Kibby,702,France,Male,45,9,74989.58,1,1,1,171014.69,0,0.14,0,Low Risk
15648272,Medvedeva,658,Spain,Male,35,9,71829.34,1,1,1,68141.92,0,0.05,0,Low Risk
15810444,Aksenov,562,Germany,Female,39,6,130565.02,1,0,0,9854.72,1,0.52,1,Medium Risk
15720071,Fiorentini,535,France,Female,49,3,0,1,0,0,61820.41,1,0.81,1,High Risk
15593510,Capon,638,Germany,Female,33,5,129335.65,1,1,1,56585.2,1,0.25,0,Low Risk
15684419,Wallace,709,Spain,Female,37,8,0,3,0,0,71738.56,0,0.56,1,Medium Risk
15605339,Baker,673,France,Female,37,10,0,2,1,1,37411.35,0,0.33,0,Low Risk
15713596,Ugochukwu,428,France,Female,62,1,107735.93,1,1,1,58381.77,0,0.39,0,Low Risk
15804787,Onyemauchechukwu,562,France,Male,75,5,87140.85,1,1,1,39351.64,0,0.03,0,Low Risk
15667002,Knight,666,Spain,Male,43,5,0,2,0,0,29346.1,0,0.05,0,Low Risk
15692671,Dobson,701,Spain,Male,36,8,0,2,0,0,169161.46,0,0.02,0,Low Risk
15663161,Chiu,680,Germany,Female,51,5,143139.87,1,0,0,47795.43,1,0.79,1,High Risk
15571873,Sung,655,France,Male,24,9,107065.31,1,1,1,51959.82,0,0.04,0,Low Risk
15599078,Yang,619,Germany,Female,41,5,92467.58,1,0,0,38270.47,0,0.31,0,Low Risk
15604576,Eiland,850,Spain,Male,22,3,0,1,1,1,144385.54,0,0.13,0,Low Risk
15633648,Jideofor,696,Spain,Female,51,5,0,2,0,0,55022.43,0,0.34,0,Low Risk
15743538,Pickering,710,France,Female,31,1,0,2,0,0,20081.3,0,0.03,0,Low Risk
15622578,Sergeyev,806,France,Male,34,5,113958.55,1,1,1,32125.98,0,0.01,0,Low Risk
15635905,Moran,616,Spain,Female,32,6,0,2,1,1,43001.46,0,0.05,0,Low Risk
15610433,Kwemto,573,France,Male,35,9,0,2,0,0,11743.89,0,0.01,0,Low Risk
15623107,Chukwumaobim,686,Spain,Male,45,3,74274.87,3,0,0,64907.48,1,0.84,1,High Risk
15717935,McDonald,589,France,Female,21,3,0,2,1,1,55601.44,0,0.01,0,Low Risk
15619699,Yeh,558,France,Male,31,7,0,1,0,0,198269.08,0,0.53,1,Medium Risk
15741092,Ingram,671,Spain,Male,34,10,153360.02,1,0,0,140509.86,0,0.08,0,Low Risk
15756481,Garcia,636,France,Female,39,3,118336.14,1,0,0,184691.77,0,0.19,0,Low Risk
15701932,Millar,586,France,Female,52,6,140900.97,1,1,1,67288.89,0,0.49,0,Medium Risk
15604146,Kaodilinakachukwu,608,Germany,Female,38,8,103653.51,2,1,1,137079.86,0,0.21,0,Low Risk
15773776,Ho,655,France,Female,38,6,0,1,1,1,188639.28,0,0.23,0,Low Risk
15709487,Freeman,668,Germany,Male,34,5,80242.37,2,0,0,56780.97,0,0.12,0,Low Risk
15575492,Kennedy,828,France,Female,41,7,0,2,0,0,171378.77,0,0.22,0,Low Risk
15592389,H?,684,France,Male,27,2,134603.88,1,1,1,71725.73,0,0.01,0,Low Risk
15711789,Davey,768,Spain,Female,42,3,0,1,0,0,161242.99,1,0.58,1,Medium Risk
15579566,Li Fonti,616,Spain,Female,43,3,120867.18,1,0,0,18761.92,1,0.21,0,Low Risk
15701176,Brown,663,France,Male,26,5,141462.13,1,0,0,440.2,0,0.21,0,Low Risk
15723373,Page,643,Spain,Female,34,8,117451.47,1,0,0,65374.86,0,0.05,0,Low Risk
15637774,Fraser,558,France,Male,32,5,73494.21,1,0,0,136301.1,0,0.06,0,Low Risk
15669611,Mott,632,France,Male,71,3,83116.68,1,1,1,27597.76,0,0.15,0,Low Risk
15703793,Konovalova,738,Germany,Male,58,2,133745.44,4,0,0,28373.86,1,0.94,1,High Risk
15571550,Dore,699,France,Male,39,9,0,1,0,0,80963.92,0,0.09,0,Low Risk
15681439,Tsou,775,Germany,Male,25,10,60205.2,2,0,0,14073.11,0,0.08,0,Low Risk
15790247,Sims,536,Spain,Male,40,9,0,2,1,1,11959.03,0,0.04,0,Low Risk
15743582,T'ang,632,France,Female,27,3,107375.82,1,1,1,62703.38,0,0.01,0,Low Risk
15599090,McKelvey,564,Germany,Male,40,7,108407.34,1,1,1,83681.2,0,0.41,0,Medium Risk
15768282,Perez,724,Germany,Male,36,6,94615.11,2,1,1,10627.21,0,0.13,0,Low Risk
15717700,McIntyre,683,Spain,Male,34,9,114609.55,2,1,1,25339.29,0,0.03,0,Low Risk
15615797,Hyde,743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1,0.61,1,Medium Risk
15658486,Gidney,579,Spain,Female,59,3,148021.12,1,1,1,74878.22,0,0.36,0,Low Risk
15609676,Nkemakonam,718,France,Female,35,2,167924.95,1,0,0,43024.64,0,0.09,0,Low Risk
15591169,Hawes,788,Germany,Female,49,4,137455.99,1,0,0,184178.29,1,0.76,1,High Risk
15658589,Brady,850,Spain,Male,38,2,94652.04,1,1,1,171960.76,0,0.07,0,Low Risk
15655123,Dumetolisa,505,Spain,Female,45,9,131355.3,3,0,0,195395.33,1,0.87,1,High Risk
15810891,Lorenzo,662,France,Male,34,2,117731.79,2,1,1,55120.79,0,0.09,0,Low Risk
15662901,Hu,656,France,Male,37,2,0,2,1,1,67840.81,0,0.01,0,Low Risk
15651144,Yao,632,Germany,Female,35,2,150561.03,2,0,0,64722.61,0,0.04,0,Low Risk
15605918,Padovesi,635,Germany,Male,43,5,78992.75,2,0,0,153265.31,0,0.16,0,Low Risk
15758477,Tobeolisa,547,France,Female,32,2,0,2,0,0,132002.83,0,0.04,0,Low Risk
15656263,Teng,764,Spain,Male,29,5,0,2,0,0,65868.28,0,0.01,0,Low Risk
15614103,Colombo,850,Germany,Male,42,8,119839.69,1,1,1,51016.02,1,0.32,0,Low Risk
15662578,Dettmann,679,Germany,Male,35,1,110245.13,1,1,1,178291.09,0,0.36,0,Low Risk
15721715,Fane,769,France,Female,40,9,133871.05,1,1,1,50568.02,0,0.24,0,Low Risk
15586848,Rose,706,France,Male,38,1,0,2,0,0,122379.54,0,0.08,0,Low Risk
15593636,Cardus,657,France,Female,39,4,80293.81,1,0,0,97192.76,0,0.28,0,Low Risk
15768682,Amies,640,Spain,Male,39,3,0,1,1,1,105997.25,0,0.14,0,Low Risk
15799350,Mao,632,France,Male,41,0,106134.46,1,1,1,105570.39,0,0.20,0,Low Risk
15632859,Chukwudi,444,France,Male,36,7,0,2,1,1,138743.86,0,0.02,0,Low Risk
15618255,Fedorov,642,Germany,Female,56,6,103244.86,2,0,0,143049.72,1,0.84,1,High Risk
15677739,Dellucci,562,France,Male,36,6,0,2,0,0,32845.32,0,0.01,0,Low Risk
15813504,Onyemachukwu,543,Germany,Female,25,1,146566.01,1,1,1,161407.48,0,0.12,0,Low Risk
15634719,Chinwendu,704,France,Male,31,0,0,2,0,0,183038.33,0,0.06,0,Low Risk
15594915,Crist,649,France,Female,36,8,0,2,1,1,109179.89,0,0.04,0,Low Risk
15571144,Ives,655,France,Male,28,10,0,2,1,1,126565.21,0,0.00,0,Low Risk
15645778,Reid,670,Spain,Male,42,3,81589.04,1,0,0,188227.8,0,0.35,0,Low Risk
15746970,Townsend,760,Spain,Female,57,1,0,2,1,1,25101.17,0,0.13,0,Low Risk
15808905,Levan,823,France,Male,37,5,164858.18,1,1,1,173516.71,0,0.11,0,Low Risk
15728709,Shih,484,Germany,Male,40,7,106901.42,2,0,0,118045.98,0,0.11,0,Low Risk
15750811,Woodward,766,Germany,Male,44,3,116822.7,1,0,0,197643.24,0,0.49,0,Medium Risk
15618950,Lo Duca,644,Spain,Male,26,8,96659.64,2,1,1,138775.69,0,0.05,0,Low Risk
15727311,Yen,539,France,Female,22,0,100885.93,2,1,1,38772.65,0,0.11,0,Low Risk
15811690,Bayley,793,Germany,Male,54,2,128966.13,1,0,0,18633.4,1,0.86,1,High Risk
15698749,He,626,Germany,Female,23,6,85897.95,1,0,0,109742.8,0,0.23,0,Low Risk
15732334,Black,653,France,Female,40,0,0,2,0,0,35795.85,0,0.06,0,Low Risk
15601719,Fiorentino,465,Germany,Male,24,6,156007.09,1,0,0,191368.37,0,0.19,0,Low Risk
15618155,Ts'ui,663,France,Male,45,5,83195.12,1,1,1,48682.1,0,0.14,0,Low Risk
15739068,Nwoye,638,Germany,Male,25,4,148045.45,2,1,1,114722.42,0,0.03,0,Low Risk
15567367,Tao,601,Germany,Female,42,9,133636.16,1,1,1,103315.74,0,0.35,0,Low Risk
15574783,Perkins,584,France,Female,37,1,0,2,1,1,180363.56,0,0.02,0,Low Risk
15624592,Tan,603,France,Male,31,8,0,2,1,1,169915.02,0,0.00,0,Low Risk
15635939,Fenton,458,France,Female,39,9,0,2,0,0,116343.09,0,0.11,0,Low Risk
15739046,Maggard,850,Spain,Female,23,9,143054.85,1,1,1,62980.96,0,0.08,0,Low Risk
15691817,Iloerika,547,Spain,Female,44,5,0,3,0,0,5459.07,1,0.80,1,High Risk
15664639,McGregor,645,France,Male,19,9,128514.84,1,0,0,175969.19,0,0.19,0,Low Risk
15734610,Onio,543,France,Male,42,4,89838.71,3,0,0,85983.54,1,0.86,1,High Risk
15645511,Chukwudi,727,Spain,Male,43,2,97403.18,1,1,1,107415.02,1,0.13,0,Low Risk
15658449,Chizoba,695,France,Male,45,9,43134.65,1,1,1,77330.35,0,0.24,0,Low Risk
15751131,Moss,836,Spain,Female,41,7,150302.84,1,1,1,156036.19,0,0.12,0,Low Risk
15608328,Sutherland,760,Spain,Female,41,6,0,2,0,0,101491.23,0,0.08,0,Low Risk
15741429,Hudson,680,Spain,Female,31,9,119825.75,2,1,1,101139.3,0,0.03,0,Low Risk
15774316,Moretti,630,France,Male,37,6,0,2,1,1,82647.65,0,0.00,0,Low Risk
15662626,Feng,666,France,Female,40,2,0,2,0,0,36371.27,0,0.15,0,Low Risk
15594084,Anderson,524,France,Male,22,9,0,2,0,0,74405.34,0,0.02,0,Low Risk
15723484,Hunt,669,Germany,Female,42,1,103873.39,1,0,0,148611.52,0,0.54,1,Medium Risk
15653251,Hickey,408,France,Female,84,8,87873.39,1,0,0,188484.52,1,0.56,1,Medium Risk
15578980,Piazza,516,Spain,Female,33,3,0,2,1,1,58685.59,0,0.05,0,Low Risk
15654859,Ngozichukwuka,612,Spain,Female,63,2,131629.17,2,0,0,122109.58,1,0.78,1,High Risk
15615176,Welsh,732,France,Male,26,7,0,2,0,0,154364.66,0,0.00,0,Low Risk
15705663,Milano,700,Germany,Female,39,5,144550.83,2,1,1,189664.43,0,0.14,0,Low Risk
15704746,Inman,699,Spain,Male,35,2,167455.66,2,1,1,55324.49,0,0.15,0,Low Risk
15735522,Boulger,654,Germany,Male,37,2,145610.07,2,0,0,186300.59,0,0.11,0,Low Risk
15786249,Whitfield,616,Spain,Male,30,2,0,2,0,0,199099.51,0,0.10,0,Low Risk
15766667,Langler,717,Spain,Male,36,2,102989.83,2,1,1,49185.57,0,0.03,0,Low Risk
15753362,Evdokimov,748,Spain,Male,60,3,0,2,1,1,78194.37,0,0.07,0,Low Risk
15771668,Henderson,578,France,Male,59,10,185966.64,1,0,0,9445.42,1,0.61,1,Medium Risk
15692744,Davison,512,France,Male,36,4,152169.12,2,0,0,38629.3,1,0.04,0,Low Risk
15672754,Burbidge,498,Germany,Male,42,3,152039.7,1,1,1,53445.17,1,0.25,0,Low Risk
15585198,Bergamaschi,715,France,Male,41,4,94267.9,1,1,1,152821.12,1,0.12,0,Low Risk
15649160,Vavilov,554,France,Female,38,3,138731.95,1,1,1,194138.36,0,0.11,0,Low Risk
